ID_Vendita,Nome_Produttore,Cognome_Produttore,Tipo_Prodotto,Nome_Prodotto,Quantita,unita_misura,Prezzo_Totale,Data_Ora,Nome_cliente,Cognome_cliente,Genere,Data_Nascita
685,Allan,Burnand,"Derivato Animale",Salsiccia,4.50,Kg,50.94,"2025-05-25 16:53:58",Allx,Aingel,M,1956-10-29
985,Allan,Burnand,"Derivato Animale",Salsiccia,4.50,Kg,50.94,"2025-05-25 10:53:58",Allx,Aingel,M,1956-10-29
208,Allan,Burnand,"Derivato Animale","Formaggio fuso",2.00,Kg,49.62,"2025-11-17 12:38:33",Lizzie,Beeswing,Altro,1970-03-02
608,Allan,Burnand,"Derivato Animale","Formaggio fuso",2.00,Kg,49.62,"2025-11-17 15:38:33",Lizzie,Beeswing,Altro,1970-03-02
908,Allan,Burnand,"Derivato Animale","Formaggio fuso",2.00,Kg,49.62,"2025-11-17 15:38:33",Lizzie,Beeswing,Altro,1970-03-02
240,Allan,Burnand,"Derivato Animale","Gelato al miele",2.11,L,52.75,"2025-07-13 19:03:13",Starla,Sommerland,F,1957-03-07
640,Allan,Burnand,"Derivato Animale","Gelato al miele",2.11,L,52.75,"2025-07-13 19:03:13",Starla,Sommerland,F,1957-03-07
940,Allan,Burnand,"Derivato Animale","Gelato al miele",2.11,L,52.75,"2025-07-13 11:03:13",Starla,Sommerland,F,1957-03-07
1014,Allan,Burnand,Agricolo,"Farina di mais",9.26,Kg,15.04,"2024-09-24 13:44:41",Rebeka,Gawn,"Preferisco non specificare",1947-10-02
10,Allan,Burnand,Agricolo,Biscotti,5.00,Pezzi,19.25,"2025-02-05 10:50:19",Collin,Spenley,M,1998-06-21
297,Allan,Burnand,Agricolo,Biscotti,3.00,Pezzi,11.55,"2024-02-16 12:18:23",Mohandas,Congdon,"Preferisco non specificare",1954-06-17
354,Allan,Burnand,Agricolo,Biscotti,5.00,Pezzi,19.25,"2024-10-28 08:02:12",Camile,Faulds,F,1984-12-17
410,Allan,Burnand,Agricolo,Biscotti,5.00,Pezzi,19.25,"2025-02-05 15:50:19",Collin,Spenley,M,1998-06-21
697,Allan,Burnand,Agricolo,Biscotti,3.00,Pezzi,11.55,"2024-02-16 12:18:23",Mohandas,Congdon,"Preferisco non specificare",1954-06-17
710,Allan,Burnand,Agricolo,Biscotti,5.00,Pezzi,19.25,"2025-02-05 18:50:19",Collin,Spenley,M,1998-06-21
997,Allan,Burnand,Agricolo,Biscotti,3.00,Pezzi,11.55,"2024-02-16 12:18:23",Mohandas,Congdon,"Preferisco non specificare",1954-06-17
1078,Allan,Burnand,Agricolo,"Olio con erbe aromatiche",1.67,L,42.18,"2026-03-01 19:25:10",Caesar,Shewon,M,2003-09-12
1190,Allan,Burnand,Agricolo,"Olio con erbe aromatiche",3.32,L,87.72,"2025-05-11 11:29:30",Heather,Dumpleton,"Preferisco non specificare",1978-04-11
361,Allan,Burnand,Agricolo,"Vino rosso",4.00,L,112.72,"2026-01-11 19:33:59",Antonina,Rooksby,Altro,1959-08-01
1096,Allan,Burnand,Agricolo,"Vino rosso",1.00,Pezzi,17.38,"2025-11-20 13:53:56",Sharona,Woodhams,Altro,1949-12-26
71,Allan,Burnand,Agricolo,"Succo di frutta",3.19,L,19.08,"2025-03-07 09:57:41",Fremont,Backson,M,NULL
172,Allan,Burnand,Agricolo,"Succo di frutta",2.96,L,17.70,"2025-08-19 19:46:45",Koral,Rebanks,NULL,1993-09-11
471,Allan,Burnand,Agricolo,"Succo di frutta",3.19,L,19.08,"2025-03-07 09:57:41",Fremont,Backson,M,NULL
572,Allan,Burnand,Agricolo,"Succo di frutta",2.96,L,17.70,"2025-08-19 19:46:45",Koral,Rebanks,NULL,1993-09-11
771,Allan,Burnand,Agricolo,"Succo di frutta",3.19,L,19.08,"2025-03-07 09:57:41",Fremont,Backson,M,NULL
872,Allan,Burnand,Agricolo,"Succo di frutta",2.96,L,17.70,"2025-08-19 19:46:45",Koral,Rebanks,NULL,1993-09-11
1175,Allan,Burnand,Agricolo,"Succo di frutta",1.31,L,25.13,"2023-05-25 19:54:01",Coriss,Tunnick,Altro,1947-11-15
350,Allan,Burnand,Agricolo,"Conserva di pomodoro",4.11,L,59.92,"2025-08-18 11:58:15",Maximo,Gannaway,M,NULL
321,Allan,Burnand,Agricolo,"Verdure fresche",3.00,Kg,29.67,"2024-08-15 10:46:24",Fee,Tabary,F,NULL
1133,Allan,Burnand,Agricolo,"Verdure fresche",142.35,Kg,1005.70,"2023-04-14 12:13:11",Marcelline,Kill,"Preferisco non specificare",2002-08-26
136,Allan,Burnand,Agricolo,Lattuga,5.00,Kg,144.40,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
536,Allan,Burnand,Agricolo,Lattuga,5.00,Kg,144.40,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
836,Allan,Burnand,Agricolo,Lattuga,5.00,Kg,144.40,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
203,Allan,Burnand,Agricolo,"Frutta macedonia pronta",1.72,Kg,44.65,"2025-02-25 18:51:20",Collin,Spenley,M,1998-06-21
603,Allan,Burnand,Agricolo,"Frutta macedonia pronta",1.72,Pezzi,44.65,"2025-02-25 14:51:20",Collin,Spenley,M,1998-06-21
903,Allan,Burnand,Agricolo,"Frutta macedonia pronta",1.72,Pezzi,44.65,"2025-02-25 19:51:20",Collin,Spenley,M,1998-06-21
61,Allan,Burnand,Agricolo,Ciliegie,4.00,Pezzi,41.88,"2025-05-17 09:17:27",Shandie,Llewellyn,Altro,1990-11-26
461,Allan,Burnand,Agricolo,Ciliegie,4.00,Kg,41.88,"2025-05-17 09:17:27",Shandie,Llewellyn,Altro,1990-11-26
761,Allan,Burnand,Agricolo,Ciliegie,4.00,Kg,41.88,"2025-05-17 16:17:27",Shandie,Llewellyn,Altro,1990-11-26
1166,Bone,Akehurst,"Derivato Animale","Yogurt alla vaniglia",5.83,Kg,35.52,"2025-07-09 14:26:59",Ogden,Portail,M,1992-11-09
97,Bone,Akehurst,"Derivato Animale","Uova pastorizzate",6.00,Pezzi,141.12,"2023-08-22 12:21:23",Ruddie,Butterwick,M,1969-11-09
497,Bone,Akehurst,"Derivato Animale","Uova pastorizzate",6.00,Pezzi,141.12,"2023-08-22 12:21:23",Ruddie,Butterwick,M,1969-11-09
797,Bone,Akehurst,"Derivato Animale","Uova pastorizzate",6.00,Pezzi,141.12,"2023-08-22 12:21:23",Ruddie,Butterwick,M,1969-11-09
16,Bone,Akehurst,"Derivato Animale","Carne macinata",0.29,Kg,5.40,"2025-06-06 09:33:27",Andriette,Cardero,NULL,1964-08-10
416,Bone,Akehurst,"Derivato Animale","Carne macinata",0.29,Kg,5.40,"2025-06-06 15:33:27",Andriette,Cardero,NULL,1964-08-10
716,Bone,Akehurst,"Derivato Animale","Carne macinata",0.29,Kg,5.40,"2025-06-06 18:33:27",Andriette,Cardero,NULL,1964-08-10
1163,Bone,Akehurst,"Derivato Animale","Carne macinata",129.21,Kg,1206.52,"2023-09-10 09:21:45",Gabriel,Draycott,M,1973-08-20
274,Bone,Akehurst,"Derivato Animale","Crema di formaggio alle erbe",2.00,Kg,36.00,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
674,Bone,Akehurst,"Derivato Animale","Crema di formaggio alle erbe",2.00,Kg,36.00,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
974,Bone,Akehurst,"Derivato Animale","Crema di formaggio alle erbe",2.00,Kg,36.00,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
1115,Bone,Akehurst,"Derivato Animale","Crema di formaggio alle erbe",5.57,Kg,41.73,"2024-01-21 17:06:44",Sharona,Woodhams,Altro,1949-12-26
267,Bone,Akehurst,Agricolo,"Dolci da forno",10.00,Pezzi,267.20,"2025-03-05 11:15:37",Antone,Ingman,Altro,1949-08-22
667,Bone,Akehurst,Agricolo,"Dolci da forno",10.00,Pezzi,267.20,"2025-03-05 11:15:37",Antone,Ingman,Altro,1949-08-22
967,Bone,Akehurst,Agricolo,"Dolci da forno",10.00,Pezzi,267.20,"2025-03-05 11:15:37",Antone,Ingman,Altro,1949-08-22
1196,Bone,Akehurst,Agricolo,"Dolci da forno",3.00,Pezzi,10.63,"2023-05-03 12:51:20",Verney,Artus,M,1974-03-28
365,Bone,Akehurst,Agricolo,Melanzane,2.47,Kg,13.02,"2026-01-11 19:33:59",Antonina,Rooksby,Altro,1959-08-01
372,Bone,Akehurst,Agricolo,Melanzane,4.00,Kg,21.08,"2023-09-12 13:28:03",Willa,Kilner,Altro,1972-01-24
21,Bone,Akehurst,Agricolo,Ciliegie,2.62,Kg,27.43,"2023-08-10 15:31:48",Rainer,Balkwill,M,1955-11-07
421,Bone,Akehurst,Agricolo,Ciliegie,2.62,Kg,27.43,"2023-08-10 15:31:48",Rainer,Balkwill,M,1955-11-07
721,Bone,Akehurst,Agricolo,Ciliegie,2.62,Kg,27.43,"2023-08-10 15:31:48",Rainer,Balkwill,M,1955-11-07
30,Jordon,Luciano,"Derivato Animale","Formaggio semistagionato",2.97,Kg,12.30,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
430,Jordon,Luciano,"Derivato Animale","Formaggio semistagionato",2.97,Kg,12.30,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
730,Jordon,Luciano,"Derivato Animale","Formaggio semistagionato",2.97,Kg,12.30,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
98,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",1.00,Kg,26.00,"2023-08-22 12:21:23",Ruddie,Butterwick,M,1969-11-09
171,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",3.00,Kg,78.00,"2026-04-13 16:58:31",Tamar,Colthard,"Preferisco non specificare",NULL
281,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",1.28,Kg,33.28,"2025-09-18 14:36:15",Taber,Chandlar,NULL,1992-06-09
498,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",1.00,Kg,26.00,"2023-08-22 12:21:23",Ruddie,Butterwick,M,1969-11-09
571,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",3.00,Kg,78.00,"2026-04-13 16:58:31",Tamar,Colthard,"Preferisco non specificare",NULL
681,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",1.28,Kg,33.28,"2025-09-18 09:36:15",Taber,Chandlar,NULL,1992-06-09
798,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",1.00,Kg,26.00,"2023-08-22 12:21:23",Ruddie,Butterwick,M,1969-11-09
871,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",3.00,Kg,78.00,"2026-04-13 16:58:31",Tamar,Colthard,"Preferisco non specificare",NULL
981,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",1.28,Kg,33.28,"2025-09-18 10:36:15",Taber,Chandlar,NULL,1992-06-09
1169,Jordon,Luciano,"Derivato Animale","Formaggio alle noci",6.57,Kg,30.86,"2024-11-06 18:13:19",Silvio,Idiens,"Preferisco non specificare",1938-04-02
255,Jordon,Luciano,"Derivato Animale","Carne con erbe aromatiche",4.77,Kg,200.34,"2023-07-23 17:57:33",Eldridge,Potter,M,1984-04-15
396,Jordon,Luciano,"Derivato Animale","Carne con erbe aromatiche",2.00,Kg,84.00,"2025-10-26 09:49:32",Rinaldo,Nolleth,M,1980-09-11
655,Jordon,Luciano,"Derivato Animale","Carne con erbe aromatiche",4.77,Kg,200.34,"2023-07-23 17:57:33",Eldridge,Potter,M,1984-04-15
955,Jordon,Luciano,"Derivato Animale","Carne con erbe aromatiche",4.77,Kg,200.34,"2023-07-23 17:57:33",Eldridge,Potter,M,1984-04-15
1009,Jordon,Luciano,"Derivato Animale","Salsiccia al vino rosso",6.00,Pezzi,142.59,"2024-06-10 13:43:10",Faustina,Casemore,NULL,1988-06-27
1058,Jordon,Luciano,"Derivato Animale","Salsiccia al vino rosso",5.00,Pezzi,108.57,"2024-06-12 12:12:43",Sileas,Newcombe,F,1941-11-09
275,Jordon,Luciano,"Derivato Animale",Hamburger,9.00,Pezzi,96.39,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
675,Jordon,Luciano,"Derivato Animale",Hamburger,9.00,Pezzi,96.39,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
975,Jordon,Luciano,"Derivato Animale",Hamburger,9.00,Pezzi,96.39,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
73,Jordon,Luciano,Agricolo,Grano,4.49,Kg,36.82,"2025-05-26 11:49:03",Rheta,Lydiard,F,1979-08-10
241,Jordon,Luciano,Agricolo,Grano,3.71,Kg,30.42,"2025-07-13 19:03:13",Starla,Sommerland,F,1957-03-07
473,Jordon,Luciano,Agricolo,Grano,4.49,Kg,36.82,"2025-05-26 09:49:03",Rheta,Lydiard,F,1979-08-10
641,Jordon,Luciano,Agricolo,Grano,3.71,Kg,30.42,"2025-07-13 19:03:13",Starla,Sommerland,F,1957-03-07
773,Jordon,Luciano,Agricolo,Grano,4.49,Kg,36.82,"2025-05-26 11:49:03",Rheta,Lydiard,F,1979-08-10
941,Jordon,Luciano,Agricolo,Grano,3.71,Kg,30.42,"2025-07-13 11:03:13",Starla,Sommerland,F,1957-03-07
1164,Jordon,Luciano,Agricolo,"Pasta al pomodoro",8.60,Kg,17.23,"2024-02-07 17:44:53",Darn,Shurville,Altro,1981-10-07
217,Jordon,Luciano,Agricolo,"Dolci da forno",2.00,Pezzi,53.44,"2024-08-03 16:31:41",Allissa,Dassindale,F,1961-12-06
617,Jordon,Luciano,Agricolo,"Dolci da forno",2.00,Pezzi,53.44,"2024-08-03 16:31:41",Allissa,Dassindale,F,1961-12-06
917,Jordon,Luciano,Agricolo,"Dolci da forno",2.00,Pezzi,53.44,"2024-08-03 16:31:41",Allissa,Dassindale,F,1961-12-06
259,Jordon,Luciano,Agricolo,"Dolci con frutta",4.00,Pezzi,80.00,"2023-05-03 08:03:26",Gwenore,Haslock(e),NULL,NULL
659,Jordon,Luciano,Agricolo,"Dolci con frutta",4.00,Pezzi,80.00,"2023-05-03 08:03:26",Gwenore,Haslock(e),NULL,NULL
959,Jordon,Luciano,Agricolo,"Dolci con frutta",4.00,Pezzi,80.00,"2023-05-03 08:03:26",Gwenore,Haslock(e),NULL,NULL
1180,Jordon,Luciano,Agricolo,"Dolci con frutta",3.00,Pezzi,37.21,"2024-01-10 10:01:06",Cthrine,Clowton,F,2002-03-22
27,Jordon,Luciano,Agricolo,Peperoni,4.92,Kg,108.24,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
427,Jordon,Luciano,Agricolo,Peperoni,4.92,Kg,108.24,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
727,Jordon,Luciano,Agricolo,Peperoni,4.92,Kg,108.24,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
1003,Jordon,Luciano,Agricolo,Peperoni,176.35,Kg,1105.15,"2024-05-20 16:49:07",Sonny,Grocott,M,1992-05-06
1032,Jordon,Luciano,Agricolo,Peperoni,26.69,Kg,219.67,"2024-02-05 18:10:05",Douglas,Tebbet,M,1977-02-15
184,Jordon,Luciano,Agricolo,"Frutta essiccata",5.00,Kg,147.50,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
584,Jordon,Luciano,Agricolo,"Frutta essiccata",5.00,Kg,147.50,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
884,Jordon,Luciano,Agricolo,"Frutta essiccata",5.00,Kg,147.50,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
1025,Jordon,Luciano,Agricolo,Agrumi,7.00,Pezzi,62.11,"2025-06-20 16:47:28",Dorita,Nowak,Altro,1993-06-28
238,Jordon,Luciano,Agricolo,"Snack di frutta",5.00,Kg,78.10,"2023-07-11 17:18:14",Rheta,Lydiard,F,1979-08-10
359,Jordon,Luciano,Agricolo,"Snack di frutta",2.32,Pezzi,36.24,"2023-12-22 13:11:22",Taber,Chandlar,NULL,1992-06-09
638,Jordon,Luciano,Agricolo,"Snack di frutta",5.00,Pezzi,78.10,"2023-07-11 17:18:14",Rheta,Lydiard,F,1979-08-10
938,Jordon,Luciano,Agricolo,"Snack di frutta",5.00,Pezzi,78.10,"2023-07-11 17:18:14",Rheta,Lydiard,F,1979-08-10
310,Raine,Leport,"Derivato Animale","Latte crudo",1.79,L,28.07,"2024-05-29 10:00:42",Gwenore,Haslock(e),NULL,NULL
1085,Raine,Leport,"Derivato Animale","Latte crudo",4.97,L,82.03,"2024-09-07 16:27:02",Silvio,Idiens,"Preferisco non specificare",1938-04-02
235,Raine,Leport,"Derivato Animale","Yogurt alla frutta",5.00,Kg,12.50,"2023-10-05 13:34:48",Antone,Ingman,Altro,1949-08-22
635,Raine,Leport,"Derivato Animale","Yogurt alla frutta",5.00,Kg,12.50,"2023-10-05 14:34:48",Antone,Ingman,Altro,1949-08-22
935,Raine,Leport,"Derivato Animale","Yogurt alla frutta",5.00,Kg,12.50,"2023-10-05 13:34:48",Antone,Ingman,Altro,1949-08-22
268,Raine,Leport,"Derivato Animale","Yogurt alla vaniglia",4.84,Kg,15.49,"2024-07-21 12:11:30",Antone,Ingman,Altro,1949-08-22
668,Raine,Leport,"Derivato Animale","Yogurt alla vaniglia",4.84,Kg,15.49,"2024-07-21 17:11:30",Antone,Ingman,Altro,1949-08-22
968,Raine,Leport,"Derivato Animale","Yogurt alla vaniglia",4.84,Kg,15.49,"2024-07-21 12:11:30",Antone,Ingman,Altro,1949-08-22
318,Raine,Leport,"Derivato Animale","Formaggio fresco",3.60,Kg,26.53,"2026-03-27 16:31:02",Karina,Fawlks,"Preferisco non specificare",2002-09-15
80,Raine,Leport,"Derivato Animale","Formaggio alle olive",2.33,Kg,55.92,"2025-12-22 09:00:47",Elena,Aubry,F,1944-07-27
174,Raine,Leport,"Derivato Animale","Formaggio alle olive",2.65,Kg,63.60,"2024-01-03 10:45:53",Sauncho,Dmtrovic,M,1995-02-22
333,Raine,Leport,"Derivato Animale","Formaggio alle olive",4.53,Kg,108.72,"2023-09-15 15:45:47",Else,Dunnett,Altro,1945-01-05
480,Raine,Leport,"Derivato Animale","Formaggio alle olive",2.33,Kg,55.92,"2025-12-22 15:00:47",Elena,Aubry,F,1944-07-27
574,Raine,Leport,"Derivato Animale","Formaggio alle olive",2.65,Kg,63.60,"2024-01-03 10:45:53",Sauncho,Dmtrovic,M,1995-02-22
780,Raine,Leport,"Derivato Animale","Formaggio alle olive",2.33,Kg,55.92,"2025-12-22 15:00:47",Elena,Aubry,F,1944-07-27
874,Raine,Leport,"Derivato Animale","Formaggio alle olive",2.65,Kg,63.60,"2024-01-03 10:45:53",Sauncho,Dmtrovic,M,1995-02-22
109,Raine,Leport,Agricolo,"Formaggio caprino",5.00,Kg,54.45,"2024-11-08 15:16:56",Damiano,Sharratt,NULL,NULL
266,Raine,Leport,Agricolo,"Formaggio caprino",0.21,Kg,2.29,"2025-03-05 11:15:37",Antone,Ingman,Altro,1949-08-22
509,Raine,Leport,Agricolo,"Formaggio caprino",5.00,Kg,54.45,"2024-11-08 14:16:56",Damiano,Sharratt,NULL,NULL
666,Raine,Leport,Agricolo,"Formaggio caprino",0.21,Kg,2.29,"2025-03-05 11:15:37",Antone,Ingman,Altro,1949-08-22
809,Raine,Leport,Agricolo,"Formaggio caprino",5.00,Kg,54.45,"2024-11-08 11:16:56",Damiano,Sharratt,NULL,NULL
966,Raine,Leport,Agricolo,"Formaggio caprino",0.21,Kg,2.29,"2025-03-05 11:15:37",Antone,Ingman,Altro,1949-08-22
1068,Raine,Leport,Agricolo,"Formaggio caprino",4.79,Kg,17.42,"2024-05-26 12:39:25",Matthias,Effnert,"Preferisco non specificare",1960-06-25
1059,Raine,Leport,Agricolo,"Formaggio ovino",5.00,Pezzi,120.22,"2025-02-01 17:54:11",Dolley,Baglow,M,NULL
1160,Raine,Leport,Agricolo,"Formaggio ovino",5.00,Pezzi,44.54,"2023-07-26 11:00:24",Sharona,Woodhams,Altro,1949-12-26
8,Raine,Leport,"Derivato Animale","Uova fresche",4.00,Pezzi,17.00,"2024-06-20 12:28:37",Emilie,Arton,F,NULL
161,Raine,Leport,"Derivato Animale","Uova fresche",5.00,Pezzi,21.25,"2023-04-06 18:57:31",Delia,Hirjak,Altro,1995-09-21
408,Raine,Leport,"Derivato Animale","Uova fresche",4.00,Pezzi,17.00,"2024-06-20 12:28:37",Emilie,Arton,F,NULL
561,Raine,Leport,"Derivato Animale","Uova fresche",5.00,Pezzi,21.25,"2023-04-06 19:57:31",Delia,Hirjak,Altro,1995-09-21
708,Raine,Leport,"Derivato Animale","Uova fresche",4.00,Pezzi,17.00,"2024-06-20 12:28:37",Emilie,Arton,F,NULL
861,Raine,Leport,"Derivato Animale","Uova fresche",5.00,Pezzi,21.25,"2023-04-06 11:57:31",Delia,Hirjak,Altro,1995-09-21
232,Raine,Leport,"Derivato Animale","Prosciutto cotto",3.00,Kg,27.69,"2023-10-05 13:34:48",Antone,Ingman,Altro,1949-08-22
632,Raine,Leport,"Derivato Animale","Prosciutto cotto",3.00,Kg,27.69,"2023-10-05 14:34:48",Antone,Ingman,Altro,1949-08-22
932,Raine,Leport,"Derivato Animale","Prosciutto cotto",3.00,Kg,27.69,"2023-10-05 13:34:48",Antone,Ingman,Altro,1949-08-22
41,Raine,Leport,"Derivato Animale",Bresaola,3.38,Kg,46.91,"2025-09-10 13:37:25",Lily,Axford,Altro,1994-03-27
441,Raine,Leport,"Derivato Animale",Bresaola,3.38,Kg,46.91,"2025-09-10 13:37:25",Lily,Axford,Altro,1994-03-27
741,Raine,Leport,"Derivato Animale",Bresaola,3.38,Kg,46.91,"2025-09-10 13:37:25",Lily,Axford,Altro,1994-03-27
137,Raine,Leport,"Derivato Animale",Hamburger,10.00,Pezzi,107.10,"2025-09-02 19:49:58",Finley,Grugerr,M,1992-08-21
141,Raine,Leport,"Derivato Animale",Hamburger,2.00,Pezzi,21.42,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
537,Raine,Leport,"Derivato Animale",Hamburger,10.00,Pezzi,107.10,"2025-09-02 19:49:58",Finley,Grugerr,M,1992-08-21
541,Raine,Leport,"Derivato Animale",Hamburger,2.00,Pezzi,21.42,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
837,Raine,Leport,"Derivato Animale",Hamburger,10.00,Pezzi,107.10,"2025-09-02 19:49:58",Finley,Grugerr,M,1992-08-21
841,Raine,Leport,"Derivato Animale",Hamburger,2.00,Pezzi,21.42,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
164,Raine,Leport,"Derivato Animale","Polpette con spezie",7.00,Pezzi,105.00,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
564,Raine,Leport,"Derivato Animale","Polpette con spezie",7.00,Pezzi,105.00,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
864,Raine,Leport,"Derivato Animale","Polpette con spezie",7.00,Pezzi,105.00,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
260,Raine,Leport,"Derivato Animale","Latte in polvere",2.13,L,46.54,"2023-05-03 08:03:26",Gwenore,Haslock(e),NULL,NULL
660,Raine,Leport,"Derivato Animale","Latte in polvere",2.13,L,46.54,"2023-05-03 08:03:26",Gwenore,Haslock(e),NULL,NULL
960,Raine,Leport,"Derivato Animale","Latte in polvere",2.13,L,46.54,"2023-05-03 08:03:26",Gwenore,Haslock(e),NULL,NULL
29,Raine,Leport,"Derivato Animale","Formaggio fuso",4.27,Kg,105.94,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
83,Raine,Leport,"Derivato Animale","Formaggio fuso",4.65,Kg,115.37,"2023-02-07 17:32:10",Axel,Jozsika,M,1978-06-24
120,Raine,Leport,"Derivato Animale","Formaggio fuso",3.00,Kg,74.43,"2024-06-12 18:32:52",Ursula,Askam,F,1950-06-12
429,Raine,Leport,"Derivato Animale","Formaggio fuso",4.27,Kg,105.94,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
483,Raine,Leport,"Derivato Animale","Formaggio fuso",4.65,Kg,115.37,"2023-02-07 17:32:10",Axel,Jozsika,M,1978-06-24
520,Raine,Leport,"Derivato Animale","Formaggio fuso",3.00,Kg,74.43,"2024-06-12 14:32:52",Ursula,Askam,F,1950-06-12
729,Raine,Leport,"Derivato Animale","Formaggio fuso",4.27,Kg,105.94,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
783,Raine,Leport,"Derivato Animale","Formaggio fuso",4.65,Kg,115.37,"2023-02-07 11:32:10",Axel,Jozsika,M,1978-06-24
820,Raine,Leport,"Derivato Animale","Formaggio fuso",3.00,Kg,74.43,"2024-06-12 12:32:52",Ursula,Askam,F,1950-06-12
1060,Raine,Leport,"Derivato Animale","Formaggio fuso",5.38,Kg,23.92,"2025-01-15 14:40:48",Cthrine,Clowton,F,2002-03-22
1104,Raine,Leport,"Derivato Animale","Latte al cacao",2.12,L,46.62,"2023-09-24 18:05:34",Norri,Petters,M,1960-03-26
49,Raine,Leport,"Derivato Animale","Latte alla vaniglia",0.94,L,5.64,"2024-04-12 09:53:42",Paco,Keighly,NULL,1942-02-05
295,Raine,Leport,"Derivato Animale","Latte alla vaniglia",4.89,L,29.34,"2025-09-14 10:42:59",Damiano,Sharratt,NULL,NULL
449,Raine,Leport,"Derivato Animale","Latte alla vaniglia",0.94,L,5.64,"2024-04-12 13:53:42",Paco,Keighly,NULL,1942-02-05
695,Raine,Leport,"Derivato Animale","Latte alla vaniglia",4.89,L,29.34,"2025-09-14 10:42:59",Damiano,Sharratt,NULL,NULL
749,Raine,Leport,"Derivato Animale","Latte alla vaniglia",0.94,L,5.64,"2024-04-12 13:53:42",Paco,Keighly,NULL,1942-02-05
995,Raine,Leport,"Derivato Animale","Latte alla vaniglia",4.89,L,29.34,"2025-09-14 10:42:59",Damiano,Sharratt,NULL,NULL
1029,Raine,Leport,"Derivato Animale","Latte alla vaniglia",4.92,L,125.81,"2025-11-22 15:05:42",Araldo,Heineke,M,1959-02-09
1112,Raine,Leport,Agricolo,"Pasta agli spinaci",4.10,Kg,28.29,"2024-11-20 11:21:17",Valaria,Grebner,F,1984-07-13
1127,Raine,Leport,Agricolo,"Dolci da forno",9.00,Pezzi,162.56,"2024-10-15 17:14:08",Winny,Batchelar,Altro,1994-08-28
33,Raine,Leport,Agricolo,"Vino rosato",3.05,L,47.09,"2023-08-17 11:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
433,Raine,Leport,Agricolo,"Vino rosato",3.05,L,47.09,"2023-08-17 11:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
733,Raine,Leport,Agricolo,"Vino rosato",3.05,L,47.09,"2023-08-17 09:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
315,Raine,Leport,Agricolo,"Salsa vegetale",4.12,L,50.31,"2026-04-04 13:02:33",Celestine,Capron,Altro,1987-12-31
1072,Raine,Leport,Agricolo,"Salsa vegetale",2.34,L,62.20,"2023-08-06 13:31:53",Stormie,Fante,"Preferisco non specificare",1950-12-23
175,Raine,Leport,"Derivato Animale","Verdure grigliate",0.77,Kg,8.02,"2024-01-03 10:45:53",Sauncho,Dmtrovic,M,1995-02-22
305,Raine,Leport,"Derivato Animale","Verdure grigliate",4.36,Kg,45.39,"2024-07-14 15:08:07",Elena,Aubry,F,1944-07-27
575,Raine,Leport,"Derivato Animale","Verdure grigliate",0.77,Kg,8.02,"2024-01-03 10:45:53",Sauncho,Dmtrovic,M,1995-02-22
